"","ID","F.1","F.2","F.3","F.4","W.1","W.2","W.3","W.4","logFC","logCPM","PValue","FDR"
"9517","PmetTSAr1.1-013330",29.4424271977355,36.2608861164996,34.1260581600609,16.980472884803,34.0712856288454,45.6648587364825,22.1551913173934,32.8955152557487,0.206026247628261,4.97819148374961,0.561526808356556,0.990989090838189
"9518","PmetTSAr1.1-013389",37.4518412834417,38.453129231386,40.5745065172699,53.747715293634,36.8149059999438,45.6648587364825,28.1352489024687,38.4340458855432,-0.191333081625992,5.32071625989868,0.563305337838517,0.990989090838189
"9519","PmetTSAr1.1-013669",10.6046432307953,11.4352140857589,9.85380872562269,10.3690282601878,10.7505124745083,13.5619630645301,12.0128029021776,11.5805640441156,0.180802176878449,3.5028474372317,0.563877447535841,0.990989090838189
"9520","PmetTSAr1.1-013680",4.0718250379847,4.08823716019358,2.68081560917676,2.47334619050351,2.96758938098407,2.97904872231615,2.79244979743603,3.04898908407875,-0.178568508036769,1.67730543639735,0.561030626015499,0.990989090838189
"9521","PmetTSAr1.1-014860",191.778484756071,273.023142524232,242.179085774955,270.641150460865,176.655556547259,189.34667018973,251.689295893432,203.331207818059,-0.251863299300505,7.81306837498834,0.562606307972691,0.990989090838189
"9522","PmetTSAr1.1-015044",3.22166376631756,3.73273827669849,4.12990512765068,3.71001928575527,4.4793801977118,2.97904872231615,5.37414866676368,3.94410514545967,0.17839287422442,2.00339054901759,0.561175005528469,0.990989090838189
"9523","PmetTSAr1.1-015096",5.63791159105574,8.11722450647131,6.19485769147603,5.66015762826766,7.55895408363866,6.70806775234824,7.42897021582038,7.38470750639258,0.180504830600396,2.78711941333859,0.563727459564033,0.990989090838189
"9524","PmetTSAr1.1-015482",14.855449589131,17.7453192677968,21.4102976354522,17.741502481881,13.8020902341995,16.7076718552276,18.2562991473884,14.4337464897673,-0.183228230454457,4.08143351550957,0.561882511021954,0.990989090838189
"9525","PmetTSAr1.1-015670",16.2873001519388,19.5228136852722,13.9837138532734,5.23207847991128,9.21072553154488,12.4995051285992,10.0897006831887,15.1890006665575,-0.229123521223994,3.67993350657498,0.564028765538174,0.990989090838189
"9526","PmetTSAr1.1-015825",13.5578350165864,20.2634363592204,16.7732111763357,14.9827701924732,15.7898151969341,19.8742131544727,22.6030370396237,16.3638404971199,0.185800960797224,4.13696207226774,0.562142017147846,0.990989090838189
"9527","PmetTSAr1.1-015891",38.3914932152843,44.8224842273398,33.2566044489766,39.8113607971431,39.2505689824496,66.5806973183385,32.481986794704,41.2592559542767,0.200536554082109,5.39400016831901,0.561557633456907,0.990989090838189
"9528","PmetTSAr1.1-016248",17.3164427439569,24.5294229611615,23.0767505816972,13.5558396979519,23.4047615330441,22.2282866203589,25.3164552390191,18.6016306505722,0.189309077071742,4.39726613016862,0.563737445672551,0.990989090838189
"9529","PmetTSAr1.1-016309",76.9172224208318,20.5300605218417,63.3614391952723,91.7516307977169,31.3556613839826,4.85397449160603,135.170376515512,19.2729676966079,-0.405564010677163,5.79296124302252,0.562386443108589,0.990989090838189
"9530","PmetTSAr1.1-016452",31.0085137508066,35.5498883495094,31.7712876925408,27.2068080955386,26.2603664090854,28.7280292872305,25.0003288468565,30.9933936253143,-0.178063248470275,4.8887595990789,0.560900703516633,0.990989090838189
"9531","PmetTSAr1.1-016496",7.47247012465324,7.34697692556527,9.16549120434757,5.51746457881553,7.69893471481715,7.79135819682684,10.3531393433241,7.80429316016488,0.188207348225618,2.99264853809167,0.561191281691923,0.990989090838189
"9532","PmetTSAr1.1-016924",56.1553892601187,12.3535862014545,13.9112593773497,4.09053408429427,0.0279961262356987,0,29.1890035430106,22.3219567806867,-0.747058307261187,4.11239807686361,0.560662870573544,0.990989090838189
"9533","PmetTSAr1.1-017812",22.193683723521,25.3885452629413,25.3228393353318,27.0641150460865,28.5560487604127,28.3738766419202,27.8718102423332,28.1402111796626,0.175982870485372,4.73755912018781,0.560499070778068,0.990989090838189
