"","ID","U.1","U.3","R.1","R.2","U.2","U.4","R.3","R.4","logFC","logCPM","PValue","FDR"
"427","PmetTSAr1.1-000786",18.2793578112856,14.36792382944,11.1875715538367,81.5183859286033,68.3859812262044,51.1057537043891,170.514844028204,130.390984145833,1.74590161459471,6.09285697695296,0.00305443680874085,0.123594091058024
"428","PmetTSAr1.1-024058",1.49830801731849,1.82049717137154,1.20555727950827,4.62890224975682,5.04774572593935,4.29574714259708,6.68839951195079,5.314955319244,1.22503380194543,1.94737671100438,0.00305929506522666,0.123594091058024
"429","PmetTSAr1.1-001517",14.0840953627938,10.6148988915356,5.69023035927903,47.3452820713382,82.3879889355492,28.0246361207524,55.1596242103236,64.6329603055511,1.56652143098639,5.26772973281695,0.00307823378576189,0.123780791603742
"430","PmetTSAr1.1-015511",3.21455174624695,0.476130029435633,0.192889164721323,24.3250366547624,74.8822105082829,8.14828227841828,78.9624577675602,68.2021273812478,3.02861160991722,5.01429643257876,0.00307469420654856,0.123780791603742
"431","PmetTSAr1.1-001321",1.55279194522098,7.78612636371212,2.00122508398373,18.1428115024026,36.1243020212877,13.7054789787621,36.196044417616,17.9622212613867,1.8188710741017,4.06301741665415,0.0030857790135338,0.12379629912532
"432","PmetTSAr1.1-003057",47.0196297798494,16.8606045717795,6.77523191083648,41.6601202478114,78.5253661191782,60.2086464589401,67.5134915441621,88.4532710063965,1.39178578305828,5.67010780403508,0.00309657394735665,0.123941805842
"433","PmetTSAr1.1-022846",1.87969551263593,2.57670368871049,0.337556038262316,9.38207033172188,11.0611471559714,5.14807792485841,20.2619161685568,21.2986165712771,2.02770689154548,3.174000395777,0.00313021911187978,0.124999119315273
"434","PmetTSAr1.1-029828",4.16802048454053,13.5837096633107,3.11033778113134,0.279598122468533,77.4719235328952,12.4099361897249,18.2160527884307,6.28483767677028,2.43443454785085,4.08388653747879,0.00317116633168268,0.126342481661579
"435","PmetTSAr1.1-017808",6.42910349249389,8.29026404193809,4.41233964300027,10.0655324088672,20.4982369914233,10.3302490810073,12.9440202319518,16.5655906665488,1.04733453799363,3.49000288576309,0.00318490520833782,0.126598151626136
"436","PmetTSAr1.1-000143",42.2522860883815,42.8236950004167,39.9039459517237,115.318692289244,250.280401124401,119.803614754652,160.010122441787,83.6814498073672,1.3529073453365,6.73871702827626,0.0032092418815672,0.127272938931602
"437","PmetTSAr1.1-000055",64.8903581318663,83.0426786633325,23.1225886209686,372.517898502242,456.711254594773,258.290320256472,678.282397564892,658.356144288837,1.91625940908082,8.34178114058755,0.00327534205564565,0.128214075257516
